username,email,Knowledge Check 1,Knowledge Check 2,Final Exam,Total,Last visit,Stuck
learner476,learner476@example.com,100,70,90,88,,Single/Multiple Choice
learner477,learner477@example.com,90,100,70,80,,Single/Multiple Choice
learner478,learner478@example.com,60,100,70,74,,Single/Multiple Choice
learner479,learner479@example.com,60,100,70,74,,Single/Multiple Choice
learner480,learner480@example.com,100,60,100,92,,Single/Multiple Choice
learner481,learner481@example.com,90,70,90,86,,Single/Multiple Choice
learner482,learner482@example.com,90,70,70,74,,Single/Multiple Choice
learner483,learner483@example.com,90,100,100,98,,Single/Multiple Choice
learner484,learner484@example.com,100,60,90,86,,Single/Multiple Choice
learner485,learner485@example.com,90,70,90,86,,Single/Multiple Choice
learner486,learner486@example.com,80,100,60,72,,Single/Multiple Choice
learner487,learner487@example.com,100,100,70,82,,Single/Multiple Choice
learner488,learner488@example.com,80,80,60,68,,Single/Multiple Choice
learner489,learner489@example.com,80,60,80,76,,Single/Multiple Choice
learner490,learner490@example.com,80,60,60,64,,Single/Multiple Choice
learner491,learner491@example.com,60,60,60,60,,Single/Multiple Choice
learner492,learner492@example.com,100,90,100,98,,Single/Multiple Choice
learner493,learner493@example.com,100,60,100,92,,Single/Multiple Choice
learner494,learner494@example.com,80,100,90,90,,Single/Multiple Choice
learner495,learner495@example.com,100,100,80,88,,Single/Multiple Choice
learner496,learner496@example.com,70,60,80,74,,Single/Multiple Choice
learner497,learner497@example.com,100,80,90,90,,Single/Multiple Choice
learner498,learner498@example.com,80,60,70,70,,Single/Multiple Choice
learner499,learner499@example.com,80,100,70,78,,Single/Multiple Choice
learner500,learner500@example.com,90,60,80,78,,Single/Multiple Choice
learner501,learner501@example.com,60,70,80,74,,Single/Multiple Choice
learner502,learner502@example.com,90,70,90,86,,Single/Multiple Choice
learner503,learner503@example.com,100,100,70,82,,Single/Multiple Choice
learner504,learner504@example.com,60,100,60,68,,Single/Multiple Choice
learner505,learner505@example.com,90,70,60,68,,Single/Multiple Choice
learner506,learner506@example.com,80,80,80,80,,Single/Multiple Choice
learner507,learner507@example.com,80,100,100,96,,Single/Multiple Choice
learner508,learner508@example.com,80,90,100,94,,Single/Multiple Choice
learner509,learner509@example.com,100,100,80,88,,Single/Multiple Choice
learner510,learner510@example.com,90,90,80,84,,Single/Multiple Choice
learner511,learner511@example.com,80,90,100,94,,Single/Multiple Choice
learner512,learner512@example.com,90,90,100,96,,Single/Multiple Choice
learner513,learner513@example.com,80,80,90,86,,Single/Multiple Choice
learner514,learner514@example.com,100,80,100,96,,Single/Multiple Choice
learner515,learner515@example.com,80,100,80,84,,Single/Multiple Choice
learner516,learner516@example.com,80,100,90,90,,Single/Multiple Choice
learner517,learner517@example.com,80,90,100,94,,Single/Multiple Choice
learner518,learner518@example.com,100,80,90,90,,Single/Multiple Choice
learner519,learner519@example.com,80,90,100,94,,Single/Multiple Choice
learner520,learner520@example.com,100,100,90,94,,Single/Multiple Choice
learner521,learner521@example.com,80,90,90,88,,Single/Multiple Choice
learner522,learner522@example.com,80,100,100,96,,Single/Multiple Choice
learner523,learner523@example.com,90,100,100,98,,Single/Multiple Choice
learner524,learner524@example.com,80,100,100,96,,Single/Multiple Choice
learner525,learner525@example.com,80,100,90,90,,Single/Multiple Choice
learner526,learner526@example.com,100,90,80,86,,Single/Multiple Choice
learner527,learner527@example.com,80,100,100,96,,Single/Multiple Choice
learner528,learner528@example.com,90,100,80,86,,Single/Multiple Choice
learner529,learner529@example.com,100,80,100,96,,Single/Multiple Choice
learner530,learner530@example.com,90,100,80,86,,Single/Multiple Choice
learner531,learner531@example.com,90,70,70,74,,Single/Multiple Choice
learner532,learner532@example.com,40,40,10,22,,Single/Multiple Choice
learner533,learner533@example.com,70,10,80,64,,Single/Multiple Choice
learner534,learner534@example.com,0,30,0,6,,Single/Multiple Choice
learner535,learner535@example.com,20,90,30,40,,Single/Multiple Choice
learner536,learner536@example.com,0,70,80,62,,Single/Multiple Choice
learner537,learner537@example.com,0,30,90,60,,Single/Multiple Choice
learner538,learner538@example.com,0,40,60,44,,Single/Multiple Choice
learner539,learner539@example.com,0,90,40,42,,Single/Multiple Choice
learner540,learner540@example.com,40,20,20,24,,Single/Multiple Choice
learner541,learner541@example.com,60,90,30,48,,Single/Multiple Choice
learner542,learner542@example.com,90,80,20,46,,Single/Multiple Choice
learner543,learner543@example.com,100,20,80,72,,Single/Multiple Choice
learner544,learner544@example.com,80,10,20,30,,Single/Multiple Choice
learner545,learner545@example.com,10,90,0,20,,Single/Multiple Choice
learner546,learner546@example.com,50,40,100,78,,Single/Multiple Choice
learner547,learner547@example.com,10,40,90,64,,Single/Multiple Choice
learner548,learner548@example.com,60,90,40,54,,Single/Multiple Choice
learner549,learner549@example.com,40,30,60,50,,Single/Multiple Choice
learner550,learner550@example.com,70,0,60,50,,Single/Multiple Choice
learner551,learner551@example.com,20,100,50,54,,Single/Multiple Choice
learner552,learner552@example.com,10,30,80,56,,Single/Multiple Choice
learner553,learner553@example.com,90,10,30,38,,Single/Multiple Choice
learner554,learner554@example.com,10,90,50,50,,Single/Multiple Choice
learner555,learner555@example.com,80,90,10,40,,Free Text Response
learner556,learner556@example.com,40,40,0,16,,Free Text Response
learner557,learner557@example.com,90,0,100,78,,Free Text Response
learner558,learner558@example.com,30,20,40,34,,Free Text Response
learner559,learner559@example.com,50,100,50,60,,Free Text Response
learner560,learner560@example.com,50,100,0,30,,Free Text Response
learner561,learner561@example.com,80,60,90,82,,Free Text Response
learner562,learner562@example.com,80,60,90,82,,Free Text Response
learner563,learner563@example.com,60,70,90,80,,Free Text Response
learner564,learner564@example.com,60,60,90,78,,Free Text Response
learner565,learner565@example.com,60,70,60,62,,Free Text Response
learner566,learner566@example.com,100,70,60,70,,Free Text Response
learner567,learner567@example.com,80,70,90,84,,Free Text Response
learner568,learner568@example.com,90,100,60,74,,Free Text Response
learner569,learner569@example.com,100,90,100,98,,Free Text Response
learner570,learner570@example.com,90,100,100,98,,Free Text Response
learner571,learner571@example.com,70,70,90,82,,Free Text Response
learner572,learner572@example.com,80,70,90,84,,Free Text Response
learner573,learner573@example.com,100,80,80,84,,Free Text Response
learner574,learner574@example.com,60,60,80,72,,Free Text Response
learner575,learner575@example.com,80,90,70,76,,Free Text Response
learner576,learner576@example.com,100,60,70,74,,Free Text Response
learner577,learner577@example.com,80,70,70,72,,Free Text Response
learner578,learner578@example.com,80,90,90,88,,Free Text Response
learner579,learner579@example.com,80,70,80,78,,Free Text Response
learner580,learner580@example.com,90,100,80,86,,Free Text Response
learner581,learner581@example.com,90,60,70,72,,Free Text Response
learner582,learner582@example.com,100,70,90,88,,Free Text Response
learner583,learner583@example.com,90,100,70,80,,Free Text Response
learner584,learner584@example.com,60,100,70,74,,Free Text Response
learner585,learner585@example.com,60,100,70,74,,Free Text Response
learner586,learner586@example.com,100,60,100,92,,Free Text Response
learner587,learner587@example.com,90,70,90,86,,Free Text Response
learner588,learner588@example.com,90,70,70,74,,Free Text Response
learner589,learner589@example.com,90,100,100,98,,Free Text Response
learner590,learner590@example.com,100,60,90,86,,Free Text Response
learner591,learner591@example.com,90,70,90,86,,Free Text Response
learner592,learner592@example.com,80,100,60,72,,Free Text Response
learner593,learner593@example.com,100,100,70,82,,Free Text Response
learner594,learner594@example.com,80,80,60,68,,Free Text Response
learner595,learner595@example.com,80,60,80,76,,Free Text Response
learner596,learner596@example.com,80,60,60,64,,Free Text Response
learner597,learner597@example.com,60,60,60,60,,Free Text Response
learner598,learner598@example.com,100,90,100,98,,Free Text Response
learner599,learner599@example.com,100,60,100,92,,Free Text Response
learner600,learner600@example.com,80,100,90,90,,Free Text Response
learner601,learner601@example.com,100,100,80,88,,Free Text Response
learner602,learner602@example.com,70,60,80,74,,Free Text Response
learner603,learner603@example.com,100,80,90,90,,Free Text Response
learner604,learner604@example.com,80,60,70,70,,Free Text Response
learner605,learner605@example.com,80,100,70,78,,Free Text Response
learner606,learner606@example.com,90,60,80,78,,Free Text Response
learner607,learner607@example.com,60,70,80,74,,Free Text Response
learner608,learner608@example.com,90,70,90,86,,Free Text Response
learner609,learner609@example.com,100,100,70,82,,Free Text Response
learner610,learner610@example.com,60,100,60,68,,Free Text Response
learner611,learner611@example.com,90,70,60,68,,Free Text Response
learner612,learner612@example.com,80,80,80,80,,Free Text Response
learner613,learner613@example.com,80,100,100,96,,Free Text Response
learner614,learner614@example.com,80,90,100,94,,Free Text Response
learner615,learner615@example.com,100,100,80,88,,Free Text Response
learner616,learner616@example.com,90,90,80,84,,Free Text Response
learner617,learner617@example.com,80,90,100,94,,Free Text Response
learner618,learner618@example.com,90,90,100,96,,Free Text Response
learner619,learner619@example.com,80,80,90,86,,Free Text Response
learner620,learner620@example.com,100,80,100,96,,Free Text Response
learner621,learner621@example.com,80,100,80,84,,Free Text Response
learner622,learner622@example.com,80,100,90,90,,Staff Graded Assignments
learner623,learner623@example.com,80,90,100,94,,Staff Graded Assignments
learner624,learner624@example.com,100,80,90,90,,Staff Graded Assignments
learner625,learner625@example.com,80,90,100,94,,Staff Graded Assignments
learner626,learner626@example.com,100,100,90,94,,Staff Graded Assignments
learner627,learner627@example.com,80,90,90,88,,Staff Graded Assignments
learner628,learner628@example.com,80,100,100,96,,Staff Graded Assignments
learner629,learner629@example.com,90,100,100,98,,Staff Graded Assignments
learner630,learner630@example.com,80,100,100,96,,Staff Graded Assignments
learner631,learner631@example.com,80,100,90,90,,Staff Graded Assignments
learner632,learner632@example.com,100,90,80,86,,Staff Graded Assignments
learner633,learner633@example.com,80,100,100,96,,Staff Graded Assignments
learner634,learner634@example.com,90,100,80,86,,Staff Graded Assignments
learner635,learner635@example.com,100,80,100,96,,Staff Graded Assignments
learner636,learner636@example.com,90,100,80,86,,Staff Graded Assignments
learner637,learner637@example.com,90,70,70,74,,Staff Graded Assignments
learner638,learner638@example.com,40,40,10,22,,Staff Graded Assignments
learner639,learner639@example.com,70,10,80,64,,Staff Graded Assignments
learner640,learner640@example.com,0,30,0,6,,Staff Graded Assignments
learner641,learner641@example.com,20,90,30,40,,Staff Graded Assignments
learner642,learner642@example.com,0,70,80,62,,Staff Graded Assignments
learner643,learner643@example.com,0,30,90,60,,Staff Graded Assignments
learner644,learner644@example.com,0,40,60,44,,Staff Graded Assignments
learner645,learner645@example.com,0,90,40,42,,Staff Graded Assignments
learner646,learner646@example.com,40,20,20,24,,Staff Graded Assignments
learner647,learner647@example.com,60,90,30,48,,Staff Graded Assignments
learner648,learner648@example.com,90,80,20,46,,Staff Graded Assignments
learner649,learner649@example.com,100,20,80,72,,Staff Graded Assignments
learner650,learner650@example.com,80,10,20,30,,Staff Graded Assignments
learner651,learner651@example.com,10,90,0,20,,Staff Graded Assignments
learner652,learner652@example.com,50,40,100,78,,Staff Graded Assignments
learner653,learner653@example.com,10,40,90,64,,Staff Graded Assignments
learner654,learner654@example.com,60,90,40,54,,Staff Graded Assignments
learner655,learner655@example.com,40,30,60,50,,Staff Graded Assignments
learner656,learner656@example.com,70,0,60,50,,Staff Graded Assignments
learner657,learner657@example.com,20,100,50,54,,Staff Graded Assignments
learner658,learner658@example.com,10,30,80,56,,Staff Graded Assignments
learner659,learner659@example.com,90,10,30,38,,Staff Graded Assignments
learner660,learner660@example.com,10,90,50,50,,Staff Graded Assignments
learner661,learner661@example.com,80,90,10,40,,Staff Graded Assignments
learner662,learner662@example.com,40,40,0,16,,Staff Graded Assignments
learner663,learner663@example.com,90,0,100,78,,Staff Graded Assignments
learner664,learner664@example.com,30,20,40,34,,Staff Graded Assignments
learner665,learner665@example.com,50,100,50,60,,Staff Graded Assignments
learner666,learner666@example.com,50,100,0,30,,Numerical Input
learner667,learner667@example.com,80,60,90,82,,Numerical Input
learner668,learner668@example.com,80,60,90,82,,Numerical Input
learner669,learner669@example.com,60,70,90,80,,Numerical Input
learner670,learner670@example.com,60,60,90,78,,Numerical Input
learner671,learner671@example.com,60,70,60,62,,Numerical Input
learner672,learner672@example.com,100,70,60,70,,Numerical Input
